Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Multiple carriers,2019-05-15,Delhi,Cochin,13.05,22.3,9.42,1,9646,May,15,Wednesday,20,5
Vistara,2019-06-06,Delhi,Cochin,6.0,9.1,3.17,0,6216,June,6,Thursday,23,6
Jet Airways,2019-12-05,Delhi,Cochin,11.0,14.15,3.25,0,9564,December,5,Thursday,49,12
Jet Airways,2019-01-05,Kolkata,Banglore,21.1,4.4,7.5,1,14781,January,5,Saturday,1,1
Jet Airways,2019-06-05,Banglore,Delhi,7.1,10.1,3.0,0,7229,June,5,Wednesday,23,6
IndiGo,2019-09-03,Kolkata,Banglore,22.1,0.55,2.75,0,4148,September,3,Tuesday,36,9
Multiple carriers,2019-06-27,Delhi,Cochin,11.4,19.15,7.58,1,7268,June,27,Thursday,26,6
Air India,2019-01-06,Kolkata,Banglore,14.15,16.45,2.5,0,6245,January,6,Sunday,1,1
Jet Airways,2019-01-06,Delhi,Cochin,6.45,4.25,21.67,2,13376,January,6,Sunday,1,1
Air Asia,2019-04-18,Banglore,Delhi,23.55,2.45,2.83,0,4483,April,18,Thursday,16,4
Jet Airways,2019-03-06,Delhi,Cochin,2.15,4.25,26.17,1,11627,March,6,Wednesday,10,3
Vistara,2019-03-24,Kolkata,Banglore,17.0,9.1,16.17,1,13310,March,24,Sunday,12,3
Jet Airways,2019-06-21,Banglore,Delhi,18.55,22.0,3.08,0,7754,June,21,Friday,25,6
IndiGo,2019-01-04,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,January,4,Friday,1,1
Air India,2019-12-06,Delhi,Cochin,22.0,19.15,21.25,2,10231,December,6,Friday,49,12
Jet Airways,2019-03-06,Delhi,Cochin,9.4,12.35,26.92,2,10368,March,6,Wednesday,10,3
Air India,2019-06-06,Delhi,Cochin,7.05,9.25,26.33,2,11447,June,6,Thursday,23,6
Jet Airways,2019-03-03,Delhi,Cochin,5.25,4.25,23.0,2,18799,March,3,Sunday,9,3
IndiGo,2019-09-03,Kolkata,Banglore,15.1,17.45,2.58,0,4462,September,3,Tuesday,36,9
Jet Airways,2019-12-05,Kolkata,Banglore,20.25,19.1,22.75,1,13067,December,5,Thursday,49,12
Jet Airways,2019-01-04,Kolkata,Banglore,18.55,19.5,24.92,1,12681,January,4,Friday,1,1
Vistara,2019-03-06,Chennai,Kolkata,7.05,9.2,2.25,0,3687,March,6,Wednesday,10,3
IndiGo,2019-03-27,Delhi,Cochin,17.3,1.35,8.08,1,6628,March,27,Wednesday,13,3
Air India,2019-09-03,Delhi,Cochin,21.4,7.4,10.0,1,13832,September,3,Tuesday,36,9
IndiGo,2019-03-03,Banglore,New Delhi,8.3,11.3,3.0,0,6860,March,3,Sunday,9,3
Air India,2019-12-05,Kolkata,Banglore,12.0,11.1,23.17,2,10676,December,5,Thursday,49,12
Jet Airways,2019-03-06,Delhi,Cochin,22.5,4.25,5.58,1,14714,March,6,Wednesday,10,3
Jet Airways,2019-12-06,Delhi,Cochin,19.45,19.0,23.25,1,10262,December,6,Friday,49,12
IndiGo,2019-05-21,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,May,21,Tuesday,21,5
Air Asia,2019-03-24,Kolkata,Banglore,7.35,22.55,15.33,1,6785,March,24,Sunday,12,3
Multiple carriers,2019-05-21,Delhi,Cochin,16.0,1.3,9.5,1,14067,May,21,Tuesday,21,5
Jet Airways,2019-05-21,Delhi,Cochin,20.0,4.25,8.42,2,15318,May,21,Tuesday,21,5
Jet Airways,2019-09-03,Delhi,Cochin,18.15,4.25,10.17,1,14053,September,3,Tuesday,36,9
Jet Airways,2019-06-27,Mumbai,Hyderabad,7.05,8.3,1.42,0,8040,June,27,Thursday,26,6
Air India,2019-06-06,Kolkata,Banglore,5.5,8.55,27.08,2,12723,June,6,Thursday,23,6
Jet Airways,2019-06-27,Delhi,Cochin,14.0,12.35,22.58,1,10262,June,27,Thursday,26,6
Air Asia,2019-03-27,Delhi,Cochin,16.45,7.1,14.42,1,6151,March,27,Wednesday,13,3
SpiceJet,2019-03-06,Delhi,Cochin,17.55,22.5,4.92,1,5409,March,6,Wednesday,10,3
Vistara,2019-05-21,Kolkata,Banglore,20.2,20.2,24.0,1,9345,May,21,Tuesday,21,5
Air India,2019-06-15,Delhi,Cochin,12.55,19.15,30.33,2,12646,June,15,Saturday,24,6
Jet Airways,2019-06-27,Delhi,Cochin,13.25,12.35,23.17,2,11150,June,27,Thursday,26,6
IndiGo,2019-06-03,Mumbai,Hyderabad,16.55,18.25,1.5,0,4784,June,3,Monday,23,6
Jet Airways,2019-03-27,Delhi,Cochin,21.5,4.25,6.58,1,12242,March,27,Wednesday,13,3
Air Asia,2019-09-06,Kolkata,Banglore,22.4,10.4,12.0,1,11323,September,6,Friday,36,9
Air Asia,2019-04-18,Kolkata,Banglore,19.55,22.25,2.5,0,4409,April,18,Thursday,16,4
Jet Airways,2019-06-03,Banglore,New Delhi,8.55,21.2,12.42,1,16736,June,3,Monday,23,6
Air India,2019-05-27,Mumbai,Hyderabad,19.3,20.45,1.25,0,3100,May,27,Monday,22,5
Jet Airways,2019-05-18,Delhi,Cochin,5.3,19.0,13.5,2,13029,May,18,Saturday,20,5
IndiGo,2019-12-06,Kolkata,Banglore,14.25,16.55,2.5,0,4804,December,6,Friday,49,12
Vistara,2019-05-24,Kolkata,Banglore,7.1,20.2,13.17,1,9555,May,24,Friday,21,5
Jet Airways,2019-06-27,Delhi,Cochin,15.0,12.35,21.58,1,10262,June,27,Thursday,26,6
Air Asia,2019-03-24,Kolkata,Banglore,19.35,22.05,2.5,0,5964,March,24,Sunday,12,3
IndiGo,2019-12-06,Delhi,Cochin,2.0,7.45,5.75,1,6386,December,6,Friday,49,12
Air India,2019-09-04,Delhi,Cochin,8.0,19.15,11.25,1,6377,September,4,Wednesday,36,9
SpiceJet,2019-03-18,Chennai,Kolkata,8.2,10.35,2.25,0,3807,March,18,Monday,12,3
Multiple carriers,2019-03-06,Delhi,Cochin,16.0,1.3,9.5,1,13377,March,6,Wednesday,10,3
SpiceJet,2019-12-04,Kolkata,Banglore,9.0,11.25,2.42,0,3841,December,4,Wednesday,49,12
Air India,2019-06-06,Kolkata,Banglore,14.35,14.35,24.0,1,6528,June,6,Thursday,23,6
Air India,2019-05-24,Mumbai,Hyderabad,6.2,7.4,1.33,0,3100,May,24,Friday,21,5
Vistara,2019-06-24,Chennai,Kolkata,7.45,10.0,2.25,0,3687,June,24,Monday,26,6
Jet Airways,2019-06-03,Banglore,New Delhi,8.0,5.05,21.08,1,14815,June,3,Monday,23,6
IndiGo,2019-12-06,Banglore,Delhi,4.0,6.5,2.83,0,3943,December,6,Friday,49,12
Jet Airways,2019-12-06,Delhi,Cochin,20.55,4.25,7.5,1,14714,December,6,Friday,49,12
SpiceJet,2019-04-24,Kolkata,Banglore,15.05,20.2,5.25,1,4859,April,24,Wednesday,17,4
Jet Airways,2019-05-18,Kolkata,Banglore,14.05,22.35,8.5,1,10844,May,18,Saturday,20,5
IndiGo,2019-03-18,Banglore,New Delhi,12.1,17.05,4.92,1,4410,March,18,Monday,12,3
IndiGo,2019-05-21,Mumbai,Hyderabad,2.35,4.05,1.5,0,2754,May,21,Tuesday,21,5
Jet Airways,2019-06-04,Banglore,Delhi,19.5,22.5,3.0,0,7229,June,4,Tuesday,23,6
IndiGo,2019-09-03,Banglore,New Delhi,23.3,2.2,2.83,0,5694,September,3,Tuesday,36,9
Multiple carriers,2019-09-05,Delhi,Cochin,17.0,1.3,8.5,1,9424,September,5,Thursday,36,9
Jet Airways,2019-06-15,Delhi,Cochin,19.45,19.0,23.25,1,10262,June,15,Saturday,24,6
Air India,2019-09-06,Delhi,Cochin,17.15,7.4,14.42,2,12199,September,6,Friday,36,9
Vistara,2019-06-05,Banglore,Delhi,11.3,14.2,2.83,0,4668,June,5,Wednesday,23,6
Jet Airways,2019-03-21,Banglore,New Delhi,5.45,0.45,19.0,1,7832,March,21,Thursday,12,3
SpiceJet,2019-03-21,Banglore,New Delhi,9.35,12.3,2.92,0,4945,March,21,Thursday,12,3
Air India,2019-03-03,Banglore,New Delhi,5.5,22.1,40.33,2,11791,March,3,Sunday,9,3
SpiceJet,2019-12-04,Kolkata,Banglore,6.55,9.3,2.58,0,3841,December,4,Wednesday,49,12
GoAir,2019-03-04,Banglore,Delhi,20.55,23.4,2.75,0,4239,March,4,Monday,10,3
Jet Airways,2019-06-03,Banglore,New Delhi,14.05,0.45,10.67,1,14815,June,3,Monday,23,6
Jet Airways,2019-09-06,Delhi,Cochin,9.4,19.0,9.33,2,13014,September,6,Friday,36,9
Multiple carriers,2019-09-06,Delhi,Cochin,10.2,19.0,8.67,1,11789,September,6,Friday,36,9
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,4.45,9.0,1,10031,March,24,Sunday,12,3
Air India,2019-05-15,Kolkata,Banglore,9.25,17.2,31.92,2,13616,May,15,Wednesday,20,5
Multiple carriers,2019-03-21,Delhi,Cochin,19.0,1.35,6.58,1,6838,March,21,Thursday,12,3
Jet Airways,2019-05-24,Banglore,Delhi,17.45,20.45,3.0,0,7229,May,24,Friday,21,5
IndiGo,2019-12-04,Banglore,Delhi,6.05,8.5,2.75,0,4990,December,4,Wednesday,49,12
GoAir,2019-05-27,Delhi,Cochin,7.0,12.55,5.92,1,5752,May,27,Monday,22,5
Multiple carriers,2019-09-05,Delhi,Cochin,15.05,1.3,10.42,2,18191,September,5,Thursday,36,9
Jet Airways,2019-12-06,Kolkata,Banglore,20.25,9.45,13.33,1,10539,December,6,Friday,49,12
Air Asia,2019-09-03,Delhi,Cochin,16.45,7.1,14.42,1,8327,September,3,Tuesday,36,9
Jet Airways,2019-05-24,Kolkata,Banglore,14.05,22.35,8.5,1,10844,May,24,Friday,21,5
SpiceJet,2019-12-06,Kolkata,Banglore,22.2,0.4,2.33,0,3873,December,6,Friday,49,12
Jet Airways,2019-03-18,Banglore,New Delhi,21.25,10.25,13.0,1,13555,March,18,Monday,12,3
Jet Airways,2019-05-24,Kolkata,Banglore,20.0,18.15,22.25,1,10844,May,24,Friday,21,5
Vistara,2019-01-04,Banglore,Delhi,21.0,23.5,2.83,0,5403,January,4,Friday,1,1
Air India,2019-05-21,Kolkata,Banglore,20.45,23.2,2.58,0,4145,May,21,Tuesday,21,5
Jet Airways,2019-09-06,Delhi,Cochin,19.15,19.0,23.75,1,10577,September,6,Friday,36,9
Air India,2019-09-05,Delhi,Cochin,9.45,9.25,23.67,2,9925,September,5,Thursday,36,9
IndiGo,2019-06-15,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,June,15,Saturday,24,6
Air India,2019-09-05,Kolkata,Banglore,16.45,21.05,28.33,1,7662,September,5,Thursday,36,9
Jet Airways,2019-12-03,Mumbai,Hyderabad,3.0,16.35,13.58,1,22294,December,3,Tuesday,49,12
IndiGo,2019-03-15,Banglore,New Delhi,13.0,15.5,2.83,0,6144,March,15,Friday,11,3
Jet Airways,2019-06-03,Mumbai,Hyderabad,19.5,16.5,21.0,2,24210,June,3,Monday,23,6
Multiple carriers,2019-03-27,Delhi,Cochin,13.0,1.35,12.58,1,12327,March,27,Wednesday,13,3
SpiceJet,2019-03-18,Mumbai,Hyderabad,13.1,14.3,1.33,0,2437,March,18,Monday,12,3
SpiceJet,2019-12-06,Mumbai,Hyderabad,5.45,7.15,1.5,0,2753,December,6,Friday,49,12
Jet Airways,2019-05-21,Kolkata,Banglore,9.35,23.35,14.0,1,14151,May,21,Tuesday,21,5
Vistara,2019-06-21,Chennai,Kolkata,17.45,20.05,2.33,0,11982,June,21,Friday,25,6
IndiGo,2019-03-03,Delhi,Cochin,11.55,21.2,9.42,2,9413,March,3,Sunday,9,3
Air India,2019-05-15,Delhi,Cochin,17.15,19.15,26.0,2,13022,May,15,Wednesday,20,5
GoAir,2019-09-06,Kolkata,Banglore,6.4,14.35,7.92,1,3673,September,6,Friday,36,9
Jet Airways,2019-06-03,Delhi,Cochin,22.2,4.25,6.08,1,15764,June,3,Monday,23,6
Jet Airways,2019-06-24,Delhi,Cochin,21.25,12.35,15.17,2,12609,June,24,Monday,26,6
Other,2019-01-03,Banglore,New Delhi,9.45,14.25,4.67,1,57209,January,3,Thursday,1,1
Vistara,2019-06-04,Banglore,Delhi,9.45,12.35,2.83,0,5613,June,4,Tuesday,23,6
Multiple carriers,2019-03-21,Delhi,Cochin,4.45,19.15,14.5,1,6630,March,21,Thursday,12,3
Jet Airways,2019-06-27,Mumbai,Hyderabad,19.35,21.05,1.5,0,5678,June,27,Thursday,26,6
Jet Airways,2019-03-21,Banglore,New Delhi,22.5,7.4,8.83,1,7045,March,21,Thursday,12,3
IndiGo,2019-09-03,Kolkata,Banglore,14.2,16.55,2.58,0,4148,September,3,Tuesday,36,9
Air India,2019-03-03,Banglore,New Delhi,10.3,22.55,12.42,1,11003,March,3,Sunday,9,3
Air India,2019-05-18,Delhi,Cochin,6.05,9.25,27.33,1,7480,May,18,Saturday,20,5
IndiGo,2019-12-05,Kolkata,Banglore,22.15,0.5,2.58,0,4804,December,5,Thursday,49,12
Jet Airways,2019-12-05,Mumbai,Hyderabad,2.55,4.2,1.42,0,4050,December,5,Thursday,49,12
Air India,2019-06-27,Banglore,Delhi,10.0,12.45,2.75,0,6961,June,27,Thursday,26,6
Jet Airways,2019-03-06,Delhi,Cochin,16.0,19.0,27.0,1,10262,March,6,Wednesday,10,3
Air Asia,2019-12-06,Banglore,Delhi,23.55,2.45,2.83,0,3383,December,6,Friday,49,12
Air India,2019-09-03,Delhi,Cochin,20.3,23.0,26.5,1,8119,September,3,Tuesday,36,9
Jet Airways,2019-06-06,Delhi,Cochin,2.15,19.0,16.75,1,14714,June,6,Thursday,23,6
Multiple carriers,2019-03-06,Delhi,Cochin,6.0,19.0,13.0,1,13259,March,6,Wednesday,10,3
GoAir,2019-03-03,Banglore,New Delhi,7.45,10.4,2.92,0,7222,March,3,Sunday,9,3
Air Asia,2019-09-05,Delhi,Cochin,16.45,7.1,14.42,1,7353,September,5,Thursday,36,9
Jet Airways,2019-05-24,Kolkata,Banglore,21.1,8.15,11.08,1,14178,May,24,Friday,21,5
Jet Airways,2019-01-03,Banglore,New Delhi,7.0,5.05,22.08,1,26890,January,3,Thursday,1,1
Air India,2019-12-05,Mumbai,Hyderabad,19.3,20.45,1.25,0,3625,December,5,Thursday,49,12
Multiple carriers,2019-03-06,Delhi,Cochin,11.4,19.15,7.58,1,9001,March,6,Wednesday,10,3
Air India,2019-05-27,Kolkata,Banglore,20.45,23.2,2.58,0,4145,May,27,Monday,22,5
Jet Airways,2019-09-05,Delhi,Cochin,5.3,12.35,7.08,2,15544,September,5,Thursday,36,9
SpiceJet,2019-06-15,Mumbai,Hyderabad,13.15,14.45,1.5,0,2017,June,15,Saturday,24,6
Air India,2019-05-15,Kolkata,Banglore,10.0,5.25,19.42,2,14424,May,15,Wednesday,20,5
GoAir,2019-06-15,Kolkata,Banglore,15.2,17.55,2.58,0,3514,June,15,Saturday,24,6
IndiGo,2019-05-27,Delhi,Cochin,18.35,1.3,6.92,1,6628,May,27,Monday,22,5
Jet Airways,2019-06-15,Delhi,Cochin,23.05,4.25,29.33,2,15339,June,15,Saturday,24,6
Air India,2019-09-03,Banglore,New Delhi,21.1,23.55,2.75,0,7591,September,3,Tuesday,36,9
Jet Airways,2019-01-06,Delhi,Cochin,11.3,4.25,16.92,1,10262,January,6,Sunday,1,1
Jet Airways,2019-05-21,Kolkata,Banglore,6.3,16.2,9.83,1,10844,May,21,Tuesday,21,5
Jet Airways,2019-06-06,Delhi,Cochin,9.4,4.25,18.75,2,13014,June,6,Thursday,23,6
Air India,2019-05-18,Kolkata,Banglore,16.45,21.05,28.33,1,7872,May,18,Saturday,20,5
IndiGo,2019-05-15,Delhi,Cochin,14.25,17.4,3.25,0,6541,May,15,Wednesday,20,5
Air India,2019-03-15,Banglore,New Delhi,6.55,23.2,16.42,1,6987,March,15,Friday,11,3
IndiGo,2019-01-06,Banglore,Delhi,18.55,21.5,2.92,0,4823,January,6,Sunday,1,1
Air India,2019-05-21,Banglore,Delhi,5.45,8.45,3.0,0,6961,May,21,Tuesday,21,5
Jet Airways,2019-12-06,Kolkata,Banglore,6.3,18.15,11.75,1,9899,December,6,Friday,49,12
Jet Airways,2019-12-03,Banglore,New Delhi,9.45,16.0,6.25,1,12295,December,3,Tuesday,49,12
Air India,2019-12-06,Kolkata,Banglore,9.1,11.05,25.92,2,6117,December,6,Friday,49,12
SpiceJet,2019-01-05,Chennai,Kolkata,9.45,12.0,2.25,0,3543,January,5,Saturday,1,1
Air India,2019-06-03,Delhi,Cochin,16.4,19.15,26.58,2,12646,June,3,Monday,23,6
SpiceJet,2019-05-18,Banglore,Delhi,21.1,0.05,2.92,0,3919,May,18,Saturday,20,5
Air India,2019-03-15,Banglore,New Delhi,11.5,11.35,23.75,1,6982,March,15,Friday,11,3
Vistara,2019-03-24,Kolkata,Banglore,17.0,18.45,25.75,1,13100,March,24,Sunday,12,3
Jet Airways,2019-05-27,Delhi,Cochin,9.0,19.0,10.0,1,16079,May,27,Monday,22,5
Multiple carriers,2019-09-03,Delhi,Cochin,6.4,19.15,12.58,1,13082,September,3,Tuesday,36,9
Air India,2019-03-05,Banglore,Delhi,13.2,16.1,2.83,0,6121,March,5,Tuesday,10,3
IndiGo,2019-12-06,Banglore,Delhi,16.55,19.55,3.0,0,4823,December,6,Friday,49,12
Jet Airways,2019-05-18,Kolkata,Banglore,18.55,4.4,9.75,1,13941,May,18,Saturday,20,5
Jet Airways,2019-03-04,Banglore,Delhi,18.55,22.0,3.08,0,4544,March,4,Monday,10,3
Air India,2019-04-15,Kolkata,Banglore,20.45,23.2,2.58,0,4145,April,15,Monday,16,4
SpiceJet,2019-06-04,Banglore,Delhi,21.1,0.05,2.92,0,3919,June,4,Tuesday,23,6
Vistara,2019-01-06,Chennai,Kolkata,17.45,20.05,2.33,0,11982,January,6,Sunday,1,1
IndiGo,2019-06-27,Delhi,Cochin,2.0,7.25,5.42,1,5636,June,27,Thursday,26,6
Air India,2019-03-27,Delhi,Cochin,16.4,19.15,26.58,2,8656,March,27,Wednesday,13,3
Jet Airways,2019-12-05,Kolkata,Banglore,16.3,22.35,6.08,1,10844,December,5,Thursday,49,12
Multiple carriers,2019-06-24,Delhi,Cochin,7.05,16.1,9.08,1,9856,June,24,Monday,26,6
IndiGo,2019-09-04,Banglore,Delhi,4.0,6.5,2.83,0,3943,September,4,Wednesday,36,9
Air India,2019-03-03,Banglore,New Delhi,17.25,8.45,15.33,2,11570,March,3,Sunday,9,3
Air Asia,2019-12-04,Kolkata,Banglore,19.55,22.25,2.5,0,4409,December,4,Wednesday,49,12
Air India,2019-01-06,Delhi,Cochin,14.1,17.1,3.0,0,6934,January,6,Sunday,1,1
Jet Airways,2019-12-03,Banglore,New Delhi,22.55,10.25,11.5,1,13817,December,3,Tuesday,49,12
Jet Airways,2019-09-05,Kolkata,Banglore,9.35,9.45,24.17,1,12121,September,5,Thursday,36,9
IndiGo,2019-06-18,Kolkata,Banglore,17.15,19.5,2.58,0,4804,June,18,Tuesday,25,6
Jet Airways,2019-12-06,Banglore,Delhi,8.2,11.2,3.0,0,5769,December,6,Friday,49,12
SpiceJet,2019-05-18,Kolkata,Banglore,14.55,17.25,2.5,0,4174,May,18,Saturday,20,5
SpiceJet,2019-03-24,Banglore,New Delhi,9.35,12.3,2.92,0,6309,March,24,Sunday,12,3
SpiceJet,2019-05-18,Mumbai,Hyderabad,5.45,7.15,1.5,0,1965,May,18,Saturday,20,5
Multiple carriers,2019-05-27,Delhi,Cochin,7.05,21.0,13.92,1,10406,May,27,Monday,22,5
Air India,2019-12-05,Kolkata,Banglore,9.1,13.15,4.08,1,8996,December,5,Thursday,49,12
Jet Airways,2019-01-05,Kolkata,Banglore,8.25,18.15,9.83,1,10844,January,5,Saturday,1,1
Multiple carriers,2019-06-27,Delhi,Cochin,18.15,1.3,7.25,1,13377,June,27,Thursday,26,6
SpiceJet,2019-01-05,Kolkata,Banglore,11.35,18.5,7.25,1,8479,January,5,Saturday,1,1
Jet Airways,2019-01-03,Banglore,New Delhi,18.4,9.0,14.33,1,31825,January,3,Thursday,1,1
GoAir,2019-03-24,Banglore,New Delhi,20.55,23.5,2.92,0,5706,March,24,Sunday,12,3
Jet Airways,2019-03-18,Banglore,New Delhi,11.4,8.15,20.58,1,12284,March,18,Monday,12,3
Jet Airways,2019-04-24,Banglore,Delhi,8.2,11.2,3.0,0,4544,April,24,Wednesday,17,4
Jet Airways,2019-03-27,Delhi,Cochin,11.3,18.5,7.33,1,6017,March,27,Wednesday,13,3
Jet Airways,2019-05-21,Kolkata,Banglore,8.25,16.2,7.92,1,14781,May,21,Tuesday,21,5
Air India,2019-06-06,Delhi,Cochin,12.55,19.15,30.33,2,12646,June,6,Thursday,23,6
IndiGo,2019-09-06,Chennai,Kolkata,11.35,14.0,2.42,0,3858,September,6,Friday,36,9
SpiceJet,2019-01-04,Delhi,Cochin,17.55,22.5,4.92,1,4957,January,4,Friday,1,1
Jet Airways,2019-06-24,Delhi,Cochin,17.3,12.35,19.08,1,10262,June,24,Monday,26,6
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,23.25,27.67,1,10031,March,24,Sunday,12,3
Jet Airways,2019-12-05,Kolkata,Banglore,18.55,9.2,14.42,1,14388,December,5,Thursday,49,12
Jet Airways,2019-05-15,Kolkata,Banglore,18.55,22.35,27.67,1,10844,May,15,Wednesday,20,5
Jet Airways,2019-03-27,Delhi,Cochin,19.1,19.45,24.58,2,8882,March,27,Wednesday,13,3
Jet Airways,2019-06-24,Delhi,Cochin,9.4,12.35,26.92,2,13014,June,24,Monday,26,6
Air India,2019-06-06,Kolkata,Banglore,9.25,18.3,9.08,1,8366,June,6,Thursday,23,6
IndiGo,2019-01-06,Delhi,Cochin,14.25,17.4,3.25,0,6015,January,6,Sunday,1,1
Jet Airways,2019-06-03,Delhi,Cochin,19.1,18.5,47.67,2,20694,June,3,Monday,23,6
Jet Airways,2019-03-03,Delhi,Cochin,7.05,18.5,11.75,1,17024,March,3,Sunday,9,3
Multiple carriers,2019-01-03,Delhi,Cochin,14.35,22.2,7.75,1,14762,January,3,Thursday,1,1
Air India,2019-01-05,Mumbai,Hyderabad,6.2,7.4,1.33,0,3625,January,5,Saturday,1,1
IndiGo,2019-03-18,Mumbai,Hyderabad,20.05,21.35,1.5,0,2227,March,18,Monday,12,3
IndiGo,2019-04-24,Kolkata,Banglore,9.35,12.2,2.75,0,4804,April,24,Wednesday,17,4
Jet Airways,2019-09-06,Mumbai,Hyderabad,2.55,4.2,1.42,0,5678,September,6,Friday,36,9
Jet Airways,2019-03-24,Mumbai,Hyderabad,7.1,8.35,1.42,0,2470,March,24,Sunday,12,3
Jet Airways,2019-03-18,Banglore,New Delhi,11.4,18.25,6.75,1,12284,March,18,Monday,12,3
IndiGo,2019-12-06,Banglore,Delhi,22.1,1.0,2.83,0,3419,December,6,Friday,49,12
Jet Airways,2019-03-21,Delhi,Cochin,15.0,4.25,13.42,1,12767,March,21,Thursday,12,3
Vistara,2019-05-18,Banglore,Delhi,21.0,23.5,2.83,0,4668,May,18,Saturday,20,5
SpiceJet,2019-05-15,Banglore,Delhi,21.1,0.05,2.92,0,3625,May,15,Wednesday,20,5
SpiceJet,2019-05-27,Chennai,Kolkata,9.45,12.0,2.25,0,3597,May,27,Monday,22,5
IndiGo,2019-04-21,Kolkata,Banglore,15.15,17.45,2.5,0,5224,April,21,Sunday,16,4
IndiGo,2019-06-15,Delhi,Cochin,17.05,22.25,5.33,1,6147,June,15,Saturday,24,6
Jet Airways,2019-06-18,Banglore,Delhi,15.5,18.45,2.92,0,8016,June,18,Tuesday,25,6
Air India,2019-01-05,Kolkata,Banglore,12.0,11.1,23.17,2,11148,January,5,Saturday,1,1
Jet Airways,2019-06-15,Delhi,Cochin,14.35,4.25,13.83,2,13376,June,15,Saturday,24,6
Air India,2019-12-06,Delhi,Cochin,18.3,19.15,24.75,2,12488,December,6,Friday,49,12
Jet Airways,2019-03-21,Delhi,Cochin,15.0,4.25,13.42,1,6017,March,21,Thursday,12,3
IndiGo,2019-06-15,Banglore,Delhi,8.3,11.2,2.83,0,4823,June,15,Saturday,24,6
Air India,2019-03-21,Delhi,Cochin,9.45,9.25,23.67,1,7532,March,21,Thursday,12,3
Air India,2019-09-06,Kolkata,Banglore,9.25,5.35,20.17,2,11432,September,6,Friday,36,9
Vistara,2019-06-06,Banglore,Delhi,19.3,22.15,2.75,0,5088,June,6,Thursday,23,6
SpiceJet,2019-03-27,Delhi,Cochin,6.1,11.2,5.17,1,5351,March,27,Wednesday,13,3
Vistara,2019-12-06,Kolkata,Banglore,7.1,23.25,16.25,1,8610,December,6,Friday,49,12
Jet Airways,2019-06-03,Delhi,Cochin,5.4,4.25,22.75,2,17271,June,3,Monday,23,6
Jet Airways,2019-05-21,Kolkata,Banglore,17.0,14.25,21.42,1,9314,May,21,Tuesday,21,5
SpiceJet,2019-03-27,Kolkata,Banglore,22.2,0.4,2.33,0,3847,March,27,Wednesday,13,3
Air India,2019-05-15,Delhi,Cochin,9.0,19.15,10.25,1,8372,May,15,Wednesday,20,5
Multiple carriers,2019-06-15,Delhi,Cochin,10.35,19.0,8.42,1,10877,June,15,Saturday,24,6
SpiceJet,2019-12-05,Banglore,Delhi,9.3,12.2,2.83,0,4423,December,5,Thursday,49,12
IndiGo,2019-03-15,Chennai,Kolkata,22.05,0.3,2.42,0,6297,March,15,Friday,11,3
Vistara,2019-06-27,Delhi,Cochin,14.4,17.5,3.17,0,6216,June,27,Thursday,26,6
Multiple carriers,2019-06-06,Delhi,Cochin,10.0,21.0,11.0,1,7933,June,6,Thursday,23,6
Multiple carriers,2019-06-15,Delhi,Cochin,4.55,12.35,7.67,1,10678,June,15,Saturday,24,6
SpiceJet,2019-03-18,Mumbai,Hyderabad,22.45,0.1,1.42,0,2017,March,18,Monday,12,3
IndiGo,2019-06-18,Delhi,Cochin,14.2,17.35,3.25,0,5000,June,18,Tuesday,25,6
Air India,2019-09-03,Delhi,Cochin,5.55,19.15,13.33,2,18736,September,3,Tuesday,36,9
Jet Airways,2019-01-05,Banglore,Delhi,7.1,10.1,3.0,0,4030,January,5,Saturday,1,1
Jet Airways,2019-05-18,Delhi,Cochin,19.3,12.35,17.08,2,10368,May,18,Saturday,20,5
Jet Airways,2019-06-05,Kolkata,Banglore,16.3,9.2,16.83,1,9663,June,5,Wednesday,23,6
Vistara,2019-04-15,Banglore,Delhi,19.3,22.15,2.75,0,5613,April,15,Monday,16,4
Jet Airways,2019-09-05,Kolkata,Banglore,14.05,8.15,18.17,1,7757,September,5,Thursday,36,9
IndiGo,2019-06-15,Delhi,Cochin,7.35,16.1,8.58,1,6442,June,15,Saturday,24,6
IndiGo,2019-06-05,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,June,5,Wednesday,23,6
Air India,2019-03-24,Banglore,New Delhi,6.1,8.55,2.75,0,3758,March,24,Sunday,12,3
Air Asia,2019-12-06,Delhi,Cochin,7.55,22.25,14.5,1,6152,December,6,Friday,49,12
Multiple carriers,2019-03-21,Delhi,Cochin,7.0,21.0,14.0,1,7618,March,21,Thursday,12,3
Air India,2019-03-03,Delhi,Cochin,19.45,19.15,23.5,2,12646,March,3,Sunday,9,3
Jet Airways,2019-05-15,Kolkata,Banglore,14.05,22.35,8.5,1,14781,May,15,Wednesday,20,5
Multiple carriers,2019-06-27,Delhi,Cochin,10.0,1.3,15.5,1,13377,June,27,Thursday,26,6
